date,processed_log_return_wtmra_0,processed_log_return_wtmra_0_trend,processed_log_return_wtmra_0_trend_seasonal,processed_log_return_wtmra_0_trend_residual
2018-12-31 00:00:00,0.1681665232872064,0.003674648859201972,0.1412197877657401,0.02327208666226434
2018-12-31 01:00:00,-0.0978541210038282,0.003602482085385229,-0.050027337226394526,-0.05142926586281891
2018-12-31 02:00:00,0.0872256060798066,0.0035279408665461814,-0.0386960854727943,0.12239375068605474
2018-12-31 03:00:00,-0.3632372555498557,0.0034511643247600913,-0.2302707422342543,-0.13641767764036147
2018-12-31 04:00:00,0.3542601214511414,0.003371541162576016,0.23663413236120365,0.11425444792736172
2018-12-31 05:00:00,0.0058674358857942,0.0032891943922732578,0.08494664874085796,-0.08236840724733702
2018-12-31 06:00:00,-0.2108728615626653,0.0032035710797086556,-0.2004771699619988,-0.013599262680375156
2018-12-31 07:00:00,0.2244926719160375,0.003114819443742028,0.14051144331181759,0.08086640916047788
2018-12-31 08:00:00,-0.1247571123430049,0.0030233774956864782,-0.12585047620113463,-0.0019300136375567582
2018-12-31 09:00:00,-0.0651007404827796,0.002928621636933246,0.020542537763614543,-0.08857189988332739
2018-12-31 10:00:00,0.1400138612116713,0.0028298404896587607,-0.03198895303013468,0.16917297375214724
2018-12-31 11:00:00,0.0070667845724801,0.0027271139698111183,0.008469190469926318,-0.004129519867257336
2018-12-31 12:00:00,-0.165963394078107,0.0026182499544534564,-0.1035875179826033,-0.06499412604995716
2018-12-31 13:00:00,0.1584044736498819,0.002500111205691669,0.06968977300582896,0.08621458943836126
2018-12-31 14:00:00,-0.1890271010386873,0.0023697346392155664,-0.11829919032156452,-0.07309764535633835
2018-12-31 15:00:00,0.3088583775306748,0.002222128126245538,0.15478228541736308,0.1518539639870662
2018-12-31 16:00:00,-0.1757724823632799,0.0020514753931129746,-0.0929689912160679,-0.08485496654032498
2018-12-31 17:00:00,-0.1647836104083499,0.0018475430626237331,0.07490855522684281,-0.24153970869781646
2018-12-31 18:00:00,0.2080693978710351,0.0016003646902689702,0.13604642078644757,0.07042261239431855
2018-12-31 19:00:00,0.184652778895194,0.0013048085978968299,0.10030937447411187,0.08303859582318529
2018-12-31 20:00:00,-0.4503334260426151,0.000956149673136733,-0.41293517701821336,-0.03835439869753848
2018-12-31 21:00:00,0.2842496879583386,0.0005501238972964676,0.2916888831634069,-0.007989319102364773
2018-12-31 22:00:00,-0.1448999549505296,9.058752387328071e-05,-0.2909627298625169,0.14597218738811404
2018-12-31 23:00:00,0.1402909958698409,-0.00041442806272418636,0.1850413124483797,-0.044335888515814624
2019-01-01 00:00:00,-0.0790860651246357,-0.0009659706353056504,0.10709426146622439,-0.18521435595555444
2019-01-01 01:00:00,0.1005480581066384,-0.0017014025780939196,-0.030295540477732807,0.13254500116246515
