date,processed_log_return_wtmra_0,processed_log_return_wtmra_0_year,processed_log_return_wtmra_0_month,processed_log_return_wtmra_0_day,processed_log_return_wtmra_0_hour,processed_log_return_wtmra_0_dayofweek,processed_log_return_wtmra_0_dayofyear,processed_log_return_wtmra_0_days_in_month
2019-01-05 10:00:00,-0.0788261723019891,2019,1,5,10,5,5,31
2019-01-05 11:00:00,-0.2668564371960813,2019,1,5,11,5,5,31
2019-01-05 12:00:00,0.4253125060732021,2019,1,5,12,5,5,31
2019-01-05 13:00:00,-0.2557968310147963,2019,1,5,13,5,5,31
2019-01-05 14:00:00,0.0089071835239773,2019,1,5,14,5,5,31
2019-01-05 15:00:00,0.0711775535833077,2019,1,5,15,5,5,31
2019-01-05 16:00:00,-0.0249471960474957,2019,1,5,16,5,5,31
2019-01-05 17:00:00,-0.0805598355432572,2019,1,5,17,5,5,31
2019-01-05 18:00:00,0.0761603331189802,2019,1,5,18,5,5,31
2019-01-05 19:00:00,0.0419578630362536,2019,1,5,19,5,5,31
2019-01-05 20:00:00,-0.0534319631286753,2019,1,5,20,5,5,31
2019-01-05 21:00:00,-0.0620300997338755,2019,1,5,21,5,5,31
2019-01-05 22:00:00,0.2033325939778258,2019,1,5,22,5,5,31
2019-01-05 23:00:00,-0.1926939760245514,2019,1,5,23,5,5,31
2019-01-06 00:00:00,-0.0976372554642298,2019,1,6,0,6,6,31
2019-01-06 01:00:00,0.4841150455898002,2019,1,6,1,6,6,31
2019-01-06 02:00:00,-0.5618976892443688,2019,1,6,2,6,6,31
2019-01-06 03:00:00,0.1828101234728924,2019,1,6,3,6,6,31
2019-01-06 04:00:00,0.1563642583878741,2019,1,6,4,6,6,31
2019-01-06 05:00:00,-0.1386314895015102,2019,1,6,5,6,6,31
2019-01-06 06:00:00,0.050224631272624,2019,1,6,6,6,6,31
2019-01-06 07:00:00,0.0065090647797906,2019,1,6,7,6,6,31
2019-01-06 08:00:00,-0.0579005096759399,2019,1,6,8,6,6,31
2019-01-06 09:00:00,0.043431995616278,2019,1,6,9,6,6,31
2019-01-06 10:00:00,-0.0895497445779755,2019,1,6,10,6,6,31
2019-01-06 11:00:00,0.1002886093665516,2019,1,6,11,6,6,31
2019-01-06 12:00:00,0.1641113289348165,2019,1,6,12,6,6,31
2019-01-06 13:00:00,-0.3644991560446666,2019,1,6,13,6,6,31
2019-01-06 14:00:00,0.2002597064673578,2019,1,6,14,6,6,31
2019-01-06 15:00:00,0.0581727357458741,2019,1,6,15,6,6,31
2019-01-06 16:00:00,-0.11698746736488,2019,1,6,16,6,6,31
2019-01-06 17:00:00,-0.1753801398600512,2019,1,6,17,6,6,31
2019-01-06 18:00:00,0.5009424897253241,2019,1,6,18,6,6,31
2019-01-06 19:00:00,-0.4024354808498454,2019,1,6,19,6,6,31
2019-01-06 20:00:00,0.2290225473853923,2019,1,6,20,6,6,31
2019-01-06 21:00:00,-0.2643699193059879,2019,1,6,21,6,6,31
2019-01-06 22:00:00,0.2507219743814451,2019,1,6,22,6,6,31
2019-01-06 23:00:00,-0.2181408020356828,2019,1,6,23,6,6,31
2019-01-07 00:00:00,0.1503484397289841,2019,1,7,0,0,7,31
2019-01-07 01:00:00,0.0966841358891822,2019,1,7,1,0,7,31
2019-01-07 02:00:00,-0.2301353554807381,2019,1,7,2,0,7,31
2019-01-07 03:00:00,0.0785313739550141,2019,1,7,3,0,7,31
2019-01-07 04:00:00,0.0736186975966963,2019,1,7,4,0,7,31
2019-01-07 05:00:00,-0.0964544575211781,2019,1,7,5,0,7,31
2019-01-07 06:00:00,0.0789984993415877,2019,1,7,6,0,7,31
2019-01-07 07:00:00,-0.0925167983580067,2019,1,7,7,0,7,31
2019-01-07 08:00:00,0.067038383062189,2019,1,7,8,0,7,31
2019-01-07 09:00:00,0.2370443069296222,2019,1,7,9,0,7,31
2019-01-07 10:00:00,-0.5432911233681262,2019,1,7,10,0,7,31
2019-01-07 11:00:00,0.2851973711522919,2019,1,7,11,0,7,31
2019-01-07 12:00:00,0.2507505211459686,2019,1,7,12,0,7,31
2019-01-07 13:00:00,-0.4619799317963198,2019,1,7,13,0,7,31
2019-01-07 14:00:00,0.2858745208244034,2019,1,7,14,0,7,31
2019-01-07 15:00:00,0.0313918740317489,2019,1,7,15,0,7,31
2019-01-07 16:00:00,-0.1726686379787343,2019,1,7,16,0,7,31
2019-01-07 17:00:00,0.0824899071991343,2019,1,7,17,0,7,31
2019-01-07 18:00:00,-0.026410561146995,2019,1,7,18,0,7,31
2019-01-07 19:00:00,0.0198265657886012,2019,1,7,19,0,7,31
2019-01-07 20:00:00,0.1002376243714147,2019,1,7,20,0,7,31
2019-01-07 21:00:00,-0.1577102360069122,2019,1,7,21,0,7,31
2019-01-07 22:00:00,0.0957426192514129,2019,1,7,22,0,7,31
2019-01-07 23:00:00,-0.1345636627955705,2019,1,7,23,0,7,31
2019-01-08 00:00:00,0.0687448201849109,2019,1,8,0,1,8,31
2019-01-08 01:00:00,0.194273910275285,2019,1,8,1,1,8,31
2019-01-08 02:00:00,-0.1505418916753447,2019,1,8,2,1,8,31
2019-01-08 03:00:00,-0.1469186728067626,2019,1,8,3,1,8,31
2019-01-08 04:00:00,0.165199828324248,2019,1,8,4,1,8,31
2019-01-08 05:00:00,-0.0031237730951351,2019,1,8,5,1,8,31
2019-01-08 06:00:00,-0.0734870300317053,2019,1,8,6,1,8,31
2019-01-08 07:00:00,0.1079433811724436,2019,1,8,7,1,8,31
2019-01-08 08:00:00,-0.0984450144546079,2019,1,8,8,1,8,31
2019-01-08 09:00:00,0.0282125401988267,2019,1,8,9,1,8,31
2019-01-08 10:00:00,0.0528089171302899,2019,1,8,10,1,8,31
2019-01-08 11:00:00,-0.1486831458304317,2019,1,8,11,1,8,31
2019-01-08 12:00:00,0.240376548359738,2019,1,8,12,1,8,31
2019-01-08 13:00:00,-0.3294681133686611,2019,1,8,13,1,8,31
2019-01-08 14:00:00,0.4118010901951097,2019,1,8,14,1,8,31
2019-01-08 15:00:00,-0.2957061488069821,2019,1,8,15,1,8,31
2019-01-08 16:00:00,0.0587140641972724,2019,1,8,16,1,8,31
2019-01-08 17:00:00,0.0372966375262682,2019,1,8,17,1,8,31
2019-01-08 18:00:00,-0.066127942121753,2019,1,8,18,1,8,31
2019-01-08 19:00:00,0.0383192585308415,2019,1,8,19,1,8,31
2019-01-08 20:00:00,0.0754069037319379,2019,1,8,20,1,8,31
2019-01-08 21:00:00,-0.0774755079497033,2019,1,8,21,1,8,31
2019-01-08 22:00:00,-0.0602946420038497,2019,1,8,22,1,8,31
2019-01-08 23:00:00,0.1761710620076031,2019,1,8,23,1,8,31
2019-01-09 00:00:00,-0.1132335110426792,2019,1,9,0,2,9,31
2019-01-09 01:00:00,-0.2033918817977429,2019,1,9,1,2,9,31
2019-01-09 02:00:00,0.4059884717237741,2019,1,9,2,2,9,31
2019-01-09 03:00:00,-0.1785381301089971,2019,1,9,3,2,9,31
2019-01-09 04:00:00,-0.0932997305380749,2019,1,9,4,2,9,31
2019-01-09 05:00:00,0.1221360236513476,2019,1,9,5,2,9,31
2019-01-09 06:00:00,-0.0486289005067691,2019,1,9,6,2,9,31
2019-01-09 07:00:00,-0.0448619977588399,2019,1,9,7,2,9,31
2019-01-09 08:00:00,0.1125127605513341,2019,1,9,8,2,9,31
2019-01-09 09:00:00,-0.112211783991645,2019,1,9,9,2,9,31
2019-01-09 10:00:00,0.0533678657066099,2019,1,9,10,2,9,31
2019-01-09 11:00:00,-0.0006982423490901,2019,1,9,11,2,9,31
2019-01-09 12:00:00,0.0057342010640333,2019,1,9,12,2,9,31
2019-01-09 13:00:00,-0.0088808604098977,2019,1,9,13,2,9,31
2019-01-09 14:00:00,0.0337006374113491,2019,1,9,14,2,9,31
2019-01-09 15:00:00,-0.1135170099989236,2019,1,9,15,2,9,31
2019-01-09 16:00:00,0.0884088344461234,2019,1,9,16,2,9,31
2019-01-09 17:00:00,0.0324519000975329,2019,1,9,17,2,9,31
2019-01-09 18:00:00,-0.0598191367528224,2019,1,9,18,2,9,31
2019-01-09 19:00:00,-0.0050745171408021,2019,1,9,19,2,9,31
2019-01-09 20:00:00,0.1118811370968406,2019,1,9,20,2,9,31
2019-01-09 21:00:00,-0.2081189743373623,2019,1,9,21,2,9,31
2019-01-09 22:00:00,0.1659000535472862,2019,1,9,22,2,9,31
2019-01-09 23:00:00,0.00174019126366,2019,1,9,23,2,9,31
2019-01-10 00:00:00,-0.1875877524556645,2019,1,10,0,3,10,31
2019-01-10 01:00:00,0.2871204971360829,2019,1,10,1,3,10,31
2019-01-10 02:00:00,-0.2093340376780583,2019,1,10,2,3,10,31
2019-01-10 03:00:00,0.0744040614666259,2019,1,10,3,3,10,31
2019-01-10 04:00:00,-0.0900618925071837,2019,1,10,4,3,10,31
2019-01-10 05:00:00,0.1294923694135565,2019,1,10,5,3,10,31
2019-01-10 06:00:00,0.1053500692151016,2019,1,10,6,3,10,31
2019-01-10 07:00:00,-0.4533007043221858,2019,1,10,7,3,10,31
2019-01-10 08:00:00,0.5203351951293375,2019,1,10,8,3,10,31
2019-01-10 09:00:00,-0.1092221471839364,2019,1,10,9,3,10,31
2019-01-10 10:00:00,-0.5199089301023152,2019,1,10,10,3,10,31
2019-01-10 11:00:00,0.5220305813494993,2019,1,10,11,3,10,31
2019-01-10 12:00:00,0.1081401172517339,2019,1,10,12,3,10,31
2019-01-10 13:00:00,-0.3750283787267568,2019,1,10,13,3,10,31
2019-01-10 14:00:00,0.1003259260333307,2019,1,10,14,3,10,31
2019-01-10 15:00:00,0.0631506016957777,2019,1,10,15,3,10,31
2019-01-10 16:00:00,0.1976788549201883,2019,1,10,16,3,10,31
2019-01-10 17:00:00,-0.3933371929505859,2019,1,10,17,3,10,31
2019-01-10 18:00:00,0.2181541010868535,2019,1,10,18,3,10,31
2019-01-10 19:00:00,-0.2119452963367957,2019,1,10,19,3,10,31
2019-01-10 20:00:00,0.3360580529821105,2019,1,10,20,3,10,31
2019-01-10 21:00:00,-0.1084834374446796,2019,1,10,21,3,10,31
2019-01-10 22:00:00,-0.1219803545990896,2019,1,10,22,3,10,31
2019-01-10 23:00:00,0.1397859543876234,2019,1,10,23,3,10,31
2019-01-11 00:00:00,-0.3328108228949293,2019,1,11,0,4,11,31
2019-01-11 01:00:00,0.5767619702828662,2019,1,11,1,4,11,31
2019-01-11 02:00:00,-0.3994920562011272,2019,1,11,2,4,11,31
2019-01-11 03:00:00,-0.007682868461655,2019,1,11,3,4,11,31
2019-01-11 04:00:00,0.2124520804992281,2019,1,11,4,4,11,31
2019-01-11 05:00:00,-0.2377507895128694,2019,1,11,5,4,11,31
2019-01-11 06:00:00,0.1514471584494485,2019,1,11,6,4,11,31
2019-01-11 07:00:00,-0.0510212235323352,2019,1,11,7,4,11,31
2019-01-11 08:00:00,0.0586285348895614,2019,1,11,8,4,11,31
2019-01-11 09:00:00,0.029746552464069,2019,1,11,9,4,11,31
2019-01-11 10:00:00,-0.0699222224843928,2019,1,11,10,4,11,31
