date,open,high,low,close,volume,original_close,date_ordinal,processed_close,processed_log_return,outliers_processed_log_return,normalized_outliers_processed_log_return,processed_log_return_wtmra_0,processed_log_return_wtmra_1,processed_log_return_wtmra_2,processed_log_return_wtmra_3,processed_log_return_wtmra_4,processed_log_return_wtmra_5,processed_log_return_wtmra_5_4,processed_log_return_wtmra_5_4_3,processed_log_return_wtmra_5_4_3_2,processed_log_return_wtmra_5_4_3_2_1,processed_log_return_wtmra_5_4_3_2_1_0,processed_log_return_wtmra_0_1,processed_log_return_wtmra_0_1_2,processed_log_return_wtmra_0_1_2_3,processed_log_return_wtmra_0_1_2_3_4,processed_log_return_wtmra_0_1_2_3_4_5
2018-12-31 10:00:00,134.1,135.57,133.67,134.71,14372.91223,134.71,1546250400.0,134.71,0.004463960987627692,0.004463960987627692,0.2063997018099058,0.1400138612116713,0.06013948941124924,-0.039850563853606594,0.09136684084005725,-0.019927957525954276,-0.025341968273511165,-0.04526992579946544,0.04609691504059181,0.006246351186985216,0.06638584059823446,0.20639970180990577,0.20015335062292056,0.16030278676931398,0.2516696276093712,0.23174167008341695,0.2063997018099058
2018-12-31 11:00:00,134.77,135.17,134.43,134.7,10427.58892,134.7,1546254000.0,134.7,-7.423629415844233e-05,-7.423629415844233e-05,-0.0012170268925874059,0.0070667845724801245,-0.010799669298699495,-0.04705603881097057,0.09534279430658296,-0.020767576535037118,-0.025003321126943347,-0.04577089766198046,0.0495718966446025,0.0025158578336319307,-0.008283811465067565,-0.0012170268925874401,-0.0037328847262193708,-0.05078892353718994,0.044553870769393024,0.023786294234355906,-0.001217026892587441
2018-12-31 12:00:00,134.71,134.8,132.9,133.97,35377.57363,133.97,1546257600.0,133.97,-0.0054341891274237945,-0.0054341891274237945,-0.2464280223925963,-0.16596339407810706,-0.1183113707665679,-0.0028746668180887522,0.08690113199830253,-0.021729242000468423,-0.024450480727666653,-0.04617972272813507,0.04072140927016746,0.037846742452078704,-0.0804646283144892,-0.24642802239259626,-0.28427476484467495,-0.2871494316627637,-0.20024829966446117,-0.22197754166492958,-0.24642802239259623
2018-12-31 13:00:00,133.97,134.6,133.65,134.55,14760.76669,134.55,1546261200.0,134.55,0.004319982884020444,0.004319982884020444,0.19981288748261844,0.15840447364988192,-0.035531714891602825,0.055088295919953095,0.0680852914279387,-0.022669857986303277,-0.02356360063724922,-0.04623345862355249,0.021851832804386212,0.07694012872433931,0.04140841383273648,0.19981288748261838,0.12287275875827909,0.1779610546782322,0.2460463461061709,0.22337648811986763,0.1998128874826184
2018-12-31 14:00:00,134.55,135.22,134.46,134.64,18771.12297,134.64,1546264800.0,134.64,0.0006686727096356619,0.0006686727096356619,0.03277011106423902,-0.1890271010386873,0.1385973533157119,0.086977579904728,0.042269772047874486,-0.0237314493662958,-0.022316043799092283,-0.04604749316538809,-0.003777721117513601,0.08319985878721439,0.2217972121029263,0.032770111064238994,-0.0504297477229754,0.0365478321817526,0.07881760422962708,0.05508615486333128,0.032770111064238994
2018-12-31 15:00:00,134.63,137.0,134.19,136.1,23173.38708,136.1,1546268400.0,136.1,0.010785359774869802,0.010785359774869802,0.4955956215859125,0.3088583775306748,0.11083374202984692,0.10957051067626404,0.011438871327197172,-0.024333760219758877,-0.020772119758311586,-0.04510587997807046,-0.033667008650873284,0.07590350202539076,0.18673724405523767,0.49559562158591247,0.4196921195605217,0.5292626302367858,0.5407015015639829,0.516367741344224,0.4955956215859124
2018-12-31 16:00:00,136.1,136.77,134.41,135.33,25386.63537,135.33,1546272000.0,135.33,-0.005673669569006049,-0.005673669569006049,-0.2573839466907942,-0.17577248236327994,-0.09377437278143223,0.07693979079571205,-0.02116961333874546,-0.024693497758993314,-0.018913771244055227,-0.04360726900304854,-0.06477688234179399,0.012162908453918056,-0.08161146432751418,-0.2573839466907941,-0.26954685514471216,-0.1926070643490001,-0.21377667768774555,-0.23847017544673887,-0.2573839466907941
2018-12-31 17:00:00,135.3,136.4,133.52,134.4,25167.53733,134.4,1546275600.0,134.4,-0.006895811999365178,-0.006895811999365178,-0.31329540175645226,-0.16478361040834993,-0.05087681941666919,-0.004390065019627831,-0.05181923454916491,-0.024735854426942944,-0.016689817935697404,-0.041425672362640345,-0.09324490691180526,-0.09763497193143308,-0.14851179134810227,-0.3132954017564522,-0.21566042982501912,-0.22005049484464695,-0.2718697293938119,-0.2966055838207548,-0.3132954017564522
2018-12-31 18:00:00,134.39,135.23,133.69,134.92,11538.65891,134.92,1546279200.0,134.92,0.0038615821044002013,0.0038615821044002013,0.17884163736059427,0.20806939787103518,0.1664426442888151,-0.08031017708898233,-0.07674329183115369,-0.02449619316695892,-0.014120742712161032,-0.03861693587911995,-0.11536022771027364,-0.19567040479925596,-0.029227760510440848,0.17884163736059433,0.3745120421598503,0.294201865070868,0.2174585732397143,0.19296238007275537,0.17884163736059433
2018-12-31 19:00:00,134.92,135.23,134.45,134.72,5676.7678,134.72,1546282800.0,134.72,-0.0014834596994328054,-0.0014834596994328054,-0.06568719758972791,0.18465277889519408,0.029631383810807595,-0.14851446636931862,-0.09548772647382453,-0.02472794284557636,-0.01124122460701004,-0.0359691674525864,-0.13145689392641094,-0.27997136029572955,-0.25033997648492196,-0.06568719758972788,0.21428416270600167,0.06576969633668306,-0.02971803013714147,-0.05444597298271783,-0.06568719758972788
2018-12-31 20:00:00,134.71,134.95,128.7,131.03,52776.11083,131.03,1546286400.0,131.03,-0.027772245877522635,-0.02190616767067811,-1.0,-0.45033342604261517,-0.25618659477387445,-0.155856262742661,-0.10475913442428135,-0.024901061487061418,-0.007963520529506378,-0.03286458201656779,-0.13762371644084914,-0.29347997918351015,-0.5496665739573846,-0.9999999999999998,-0.7065200208164897,-0.8623762835591506,-0.9671354179834319,-0.9920364794704933,-0.9999999999999997
2018-12-31 21:00:00,131.03,131.67,130.03,130.71,33888.89501,130.71,1546290000.0,130.71,-0.0024451758190333983,-0.0024451758190333983,-0.10968448159791579,0.2842496879583386,-0.17517737539509956,-0.09125012346328727,-0.0994588527259992,-0.023845827458129704,-0.004201990513738728,-0.028047817971868432,-0.12750667069786764,-0.2187567941611549,-0.3939341695562545,-0.10968448159791588,0.10907231256323904,0.01782218909995177,-0.08163666362604743,-0.10548249108417714,-0.10968448159791586
2018-12-31 22:00:00,130.74,130.95,129.79,130.21,11535.02013,130.21,1546293600.0,130.21,-0.0038325970568234826,-0.0038325970568234826,-0.1731572309819995,-0.1448999549505296,0.08856069437475043,-0.01254519464438897,-0.08236201037760406,-0.021845206680061836,-6.555870416546697e-05,-0.0219107653842273,-0.10427277576183136,-0.11681797040622033,-0.028257276031469894,-0.17315723098199948,-0.05633926057577916,-0.06888445522016813,-0.1512464655977722,-0.17309167227783404,-0.1731572309819995
2018-12-31 23:00:00,130.2,131.25,129.5,131.13,15920.73743,131.13,1546297200.0,131.13,0.007040665802695839,0.007040665802695839,0.3242806557039728,0.14029099586984098,0.19851968305299136,0.05729514492453476,-0.05677956298668792,-0.01945270171191333,0.0044070965552068814,-0.015045605156706448,-0.07182516814339436,-0.0145300232188596,0.18398965983413176,0.32428065570397274,0.33881067892283234,0.3961058238473671,0.3393262608606792,0.31987355914876586,0.32428065570397274
2019-01-01 00:00:00,131.13,132.0,130.6,131.45,15677.73471,131.45,1546300800.0,131.45,0.002437353632557209,0.002437353632557209,0.11368500403490188,-0.07908606512463578,0.15052220101322927,0.07627666320337899,-0.0256508423065553,-0.017593604985400434,0.00921665223488511,-0.008376952750515324,-0.034027795057070626,0.04224886814630836,0.19277106915953762,0.11368500403490184,0.07143613588859349,0.1477127990919725,0.12206195678541719,0.10446835180001676,0.11368500403490187
2019-01-01 01:00:00,131.45,132.22,131.01,131.82,12677.96176,131.82,1546304400.0,131.82,0.0028108044486836376,0.0028108044486836376,0.130769901839285,0.10054805810663846,-0.01486779366361032,0.040718502907770564,0.007078422015793506,-0.017087381657468925,0.014380094130161707,-0.002707287527307218,0.004371134488486288,0.04508963739625685,0.03022184373264653,0.130769901839285,0.08568026444302813,0.1263987673507987,0.1334771893665922,0.11638980770912327,0.13076990183928497
2019-01-01 02:00:00,131.83,131.88,131.0,131.14,9541.84565,131.14,1546308000.0,131.14,-0.005171900789100534,-0.005171900789100534,-0.23442866595253084,-0.09196027552657927,-0.18093358162160383,-0.0027218529066958858,0.03860728016316508,-0.017342452953190673,0.019922216892373758,0.0025797639391830843,0.041187044102348164,0.038465191195652275,-0.14246839042595155,-0.2344286659525308,-0.2728938571481831,-0.275615710054879,-0.23700842989171392,-0.2543508828449046,-0.23442866595253084
2019-01-01 03:00:00,131.19,131.34,130.0,130.72,12039.04136,130.72,1546311600.0,130.72,-0.0032078237237805063,-0.0032078237237805063,-0.14457464905953982,-0.05795525540407669,-0.1407321725378379,-0.022827150700829947,0.06865836434992982,-0.01751195037284826,0.02579351560612318,0.008281565233274918,0.07693992958320474,0.05411277888237479,-0.08661939365546312,-0.14457464905953982,-0.1986874279419146,-0.22151457864274454,-0.1528562142928147,-0.17036816466566296,-0.1445746490595398
2019-01-01 04:00:00,130.72,131.47,130.71,131.32,6320.30743,131.32,1546315200.0,131.32,0.004579461521699118,0.004579461521699118,0.21168370370721037,0.05607314606478731,0.05230056990571987,-0.004325111334380032,0.09330743514044516,-0.01761799551953632,0.03194565945017435,0.01432766393063803,0.10763509907108319,0.10330998773670316,0.15561055764242304,0.21168370370721035,0.10837371597050718,0.10404860463612715,0.19735603977657232,0.179738044257036,0.21168370370721035
2019-01-01 05:00:00,131.31,134.0,131.3,132.35,29214.64195,132.35,1546318800.0,132.35,0.007812836039718295,0.007812836039718295,0.3596064577036898,0.07571029841844386,0.12303835679057651,0.03701144036370964,0.10276261409648806,-0.017063086929620008,0.03814683496409175,0.02108374803447174,0.1238463621309598,0.16085780249466944,0.2838961592852459,0.35960645770368976,0.19874865520902035,0.23576009557272998,0.33852270966921805,0.32145962273959805,0.3596064577036898
2019-01-01 06:00:00,132.37,132.98,132.37,132.75,6738.65777,132.75,1546322400.0,132.75,0.0030177314489380773,0.0030177314489380773,0.14023654777939673,-0.08483354048498595,0.027806681085275987,0.0704303002258616,0.09838102215700177,-0.015891760344402144,0.04434384514064543,0.02845208479624329,0.12683310695324507,0.19726340717910668,0.22507008826438266,0.1402365477793967,-0.057026859399709966,0.013403440826151629,0.1117844629831534,0.09589270263875124,0.14023654777939668
2019-01-01 07:00:00,132.74,133.5,132.67,133.36,6204.28401,133.36,1546326000.0,133.36,0.004584578320490545,0.004584578320490545,0.211917790715893,0.04456431558082785,-0.02004881045769957,0.06779925191315403,0.08407027597872496,-0.015057087769635288,0.050589845470520936,0.035532757700885646,0.11960303367961062,0.18740228559276464,0.16735347513506507,0.21191779071589292,0.024515505123128282,0.09231475703628231,0.17638503301500727,0.16132794524537197,0.2119177907158929
2019-01-01 08:00:00,133.36,134.3,133.01,133.56,10214.95098,133.56,1546329600.0,133.56,0.0014985766329151046,0.0014985766329151046,0.07073715546316135,-0.1039836946357721,0.03162544557217696,0.03996845882788859,0.06036157875727808,-0.013979144324967762,0.05674451126655755,0.04276536694158979,0.10312694569886788,0.14309540452675645,0.1747208500989334,0.0707371554631613,-0.07235824906359514,-0.03238979023570655,0.027971788521571526,0.013992644196603765,0.07073715546316131
2019-01-01 09:00:00,133.56,135.3,133.19,134.52,16342.20664,134.52,1546333200.0,134.52,0.007162071796615204,0.007162071796615204,0.32983482484588655,0.22635785085200366,0.013110327239428118,0.01027222463517441,0.030167435746919595,-0.012847210904120854,0.06277419727648158,0.049926986372360725,0.08009442211928032,0.09036664675445473,0.10347697399388285,0.3298348248458865,0.23946817809143178,0.2497404027266062,0.2799078384735258,0.26706062756940496,0.32983482484588655
2019-01-01 10:00:00,134.55,134.78,133.55,133.7,14895.3571,133.7,1546336800.0,133.7,-0.006114402764171493,-0.006114402764171493,-0.2775469273919842,-0.23306879867360156,-0.09102615297804209,-0.007565584024734581,-0.0023682457813567082,-0.012176787463000707,0.06865864152875147,0.05648185406575076,0.05411360828439405,0.04654802425965947,-0.04447812871838262,-0.27754692739198417,-0.32409495165164365,-0.3316605356763782,-0.3340287814577349,-0.3462055689207356,-0.27754692739198417
2019-01-01 11:00:00,133.72,134.14,133.66,133.86,6388.10191,133.86,1546340400.0,133.86,0.0011959935645988369,0.0011959935645988369,0.056894366597036644,0.11938842438023739,-0.09317597631624219,0.002905094822700678,-0.035331396363480615,-0.011225020203688941,0.07433324027751029,0.06310822007382134,0.02777682371034073,0.03068191853304141,-0.06249405778320079,0.0568943665970366,0.026212448063995197,0.029117542886695876,-0.0062138534767847385,-0.017438873680473678,0.05689436659703661
2019-01-01 12:00:00,133.89,134.7,133.71,133.75,6651.35501,133.75,1546344000.0,133.75,-0.0008220918963803634,-0.0008220918963803634,-0.03543046540886947,-0.10433444842024865,0.05340931631752735,0.011369748095148385,-0.06514472410493258,-0.010547240296980348,0.0798168830006164,0.06926964270363606,0.004124918598703481,0.015494666693851866,0.06890398301137922,-0.03543046540886943,-0.0509251321027213,-0.039555384007572914,-0.10470010811250549,-0.11524734840948583,-0.03543046540886943
2019-01-01 13:00:00,133.78,134.76,133.17,134.48,11418.68868,134.48,1546347600.0,134.48,0.005443103324244172,0.005443103324244172,0.2511942129869122,0.11427539401482788,0.15339197798624496,-0.010469831905480386,-0.08038164237009446,-0.010876276593049785,0.08525459185446392,0.07437831526141414,-0.0060033271086803175,-0.0164731590141607,0.13691881897208424,0.25119421298691214,0.2676673720010728,0.2571975400955924,0.17681589772549797,0.16593962113244817,0.2511942129869121
2019-01-01 14:00:00,134.48,136.0,133.87,134.54,12634.38176,134.54,1546351200.0,134.54,0.0004460634970995383,0.0004460634970995383,0.02258602394416612,0.038309340877486164,0.04600996304262219,-0.0590795004491256,-0.08169085450042113,-0.011599370163980792,0.09063644513758526,0.07903707497360446,-0.0026537795268166686,-0.061733279975942267,-0.015723316933320075,0.02258602394416609,0.08431930392010836,0.025239803470982765,-0.056451051029438364,-0.06805042119341916,0.022586023944166103
2019-01-01 15:00:00,134.43,134.51,132.95,133.57,13344.36318,133.57,1546354800.0,133.57,-0.007235867608445781,-0.007235867608445781,-0.3288525114963932,-0.12310554907821,-0.08942053721338276,-0.1256247861855658,-0.07427188126301396,-0.0123482518659357,0.09591849410971508,0.08357024224377937,0.009298360980765419,-0.11632642520480038,-0.20574696241818313,-0.32885251149639316,-0.21252608629159275,-0.3381508724771586,-0.41242275374017257,-0.42477100560610825,-0.32885251149639316
2019-01-01 16:00:00,133.52,133.73,132.26,132.98,15723.74805,132.98,1546358400.0,132.98,-0.004426944014705145,-0.004426944014705145,-0.2003478451064483,-0.03617394965361376,-0.028746074569088224,-0.1677307854397114,-0.05699261971190233,-0.011836354818743167,0.1011319390866107,0.08929558426786753,0.0323029645559652,-0.1354278208837462,-0.16417389545283442,-0.20034784510644818,-0.06492002422270199,-0.2326508096624134,-0.2896434293743157,-0.3014797841930589,-0.20034784510644818
2019-01-01 17:00:00,132.97,133.31,132.5,133.29,5547.57941,133.29,1546362000.0,133.29,0.0023284646416179672,0.0023284646416179672,0.10870347179053388,0.21076381197061383,-0.02944312119191486,-0.1367819650541032,-0.03339327963602673,-0.008626664167106777,0.10618468986907159,0.09755802570196481,0.06416474606593808,-0.07261721898816512,-0.10206034018007998,0.10870347179053386,0.18132069077869897,0.044538725724595774,0.011145446088569044,0.002518781921462267,0.10870347179053386
2019-01-01 18:00:00,133.29,133.6,132.52,132.58,5271.94755,132.58,1546365600.0,132.58,-0.005340968802681149,-0.005340968802681149,-0.24216331161210006,-0.08191460646120144,-0.21859314140982503,-0.040126244193040124,-0.00883145321199026,-0.0037120992107675496,0.1110142328747244,0.10730213366395684,0.09847068045196658,0.058344436258926456,-0.16024870515089856,-0.2421633116121,-0.30050774787102646,-0.3406339920640666,-0.34946544527605683,-0.35317754448682437,-0.24216331161209997
2019-01-01 19:00:00,132.56,132.65,131.0,132.04,14789.61709,132.04,1546369200.0,132.04,-0.004081329828253359,-0.004081329828253359,-0.18453643755211385,-0.32085597261108484,-0.07794359371219865,0.08209764335833579,0.014571940561586658,0.0019615692329790673,0.11563197561826807,0.11759354485124714,0.1321654854128338,0.2142631287711696,0.13631953505897093,-0.1845364375521139,-0.3987995663232835,-0.3167019229649477,-0.30212998240336103,-0.30016841317038195,-0.18453643755211388
2019-01-01 20:00:00,132.04,135.58,132.04,135.27,25553.45267,135.27,1546372800.0,135.27,0.02416787411611043,0.02181089992929546,1.0000000000000002,0.3082581737750001,0.3395557471021633,0.19052339865258672,0.033234160133817796,0.00849084555381867,0.11993767478261341,0.1284285203364321,0.1616626804702499,0.3521860791228366,0.6917418262249999,1.0,0.6478139208771634,0.8383373195297501,0.8715714796635678,0.8800623252173865,0.9999999999999999
2019-01-01 21:00:00,135.26,139.48,135.16,137.95,67055.85959,137.95,1546376400.0,137.95,0.019618519562192422,0.019618519562192422,0.8997013986773276,0.2589578556804898,0.23968011725679872,0.22468920952896404,0.0383617732584394,0.014243357403411162,0.12376908554922425,0.1380124429526354,0.1763742162110748,0.40106342574003884,0.6407435429968376,0.8997013986773273,0.4986379729372885,0.7233271824662526,0.761688955724692,0.7759323131281032,0.8997013986773275
2019-01-01 22:00:00,137.95,139.02,137.0,137.06,29727.81932,137.06,1546380000.0,137.06,-0.006472514505617367,-0.006472514505617367,-0.29393008212334554,-0.46156795311828913,-0.18208416729369845,0.1719480386431101,0.031360960844060023,0.019340421370911975,0.12707261743056,0.14641303880147197,0.17777399964553198,0.34972203828864207,0.16763787099494362,-0.2939300821233455,-0.6436521204119876,-0.4717040817688775,-0.4403431209248175,-0.4210026995539055,-0.2939300821233455
2019-01-01 23:00:00,137.05,137.97,136.21,137.63,18585.43636,137.63,1546383600.0,137.63,0.004150138833763539,0.004150138833763539,0.1920427391363919,0.06360996284609581,-0.12783232821800097,0.08354851475667845,0.017681103894124556,0.02513164846263849,0.12990383739485553,0.15503548585749402,0.17271658975161858,0.25626510450829704,0.12843277629029606,0.19204273913639186,-0.06422236537190516,0.019326149384773283,0.03700725327889784,0.06213890174153633,0.19204273913639186
2019-01-02 00:00:00,137.64,140.67,136.71,139.1,44895.28274,139.1,1546387200.0,139.1,0.01062417393795607,0.01062417393795607,0.48822157544042816,0.24001542420234268,0.1055294946541829,-0.019329251158731752,-0.0006318343955953063,0.030395743337971744,0.13224199880025775,0.16263774213822949,0.16200590774263418,0.14267665658390244,0.24820615123808534,0.488221575440428,0.3455449188565256,0.32621566769779387,0.32558383330219853,0.35597957664017027,0.488221575440428
2019-01-02 01:00:00,139.1,140.0,138.07,138.92,33866.97867,138.92,1546390800.0,138.92,-0.0012948710535240304,-0.0012948710535240304,-0.05705950793613874,-0.09298195458098,-0.007268689106707413,-0.10932594824911347,-0.016685142904721183,0.03517159608256758,0.13403063082281577,0.16920222690538333,0.15251708400066216,0.04319113575154869,0.035922446644841274,-0.05705950793613873,-0.10025064368768742,-0.2095765919368009,-0.22626173484152207,-0.19109013875895448,-0.057059507936138704
2019-01-02 02:00:00,138.92,140.0,137.76,138.04,16295.357,138.04,1546394400.0,138.04,-0.006354729646070548,-0.006354729646070548,-0.2885415752534616,-0.1686820724524148,-0.12261492151572509,-0.1453060989305035,-0.027787493615615357,0.04060612382307552,0.1352428874377217,0.17584901126079722,0.14806151764518186,0.0027554187146783538,-0.11985950280104674,-0.2885415752534615,-0.2912969939681399,-0.4366030928986434,-0.46439058651425874,-0.4237844626911832,-0.28854157525346147
2019-01-02 03:00:00,138.02,138.75,137.79,138.59,12044.92321,138.59,1546398000.0,138.59,0.003976435850908458,0.003976435850908458,0.1840960495530683,0.17771122072332451,0.014762536635518268,-0.15696909633629785,-0.03327095800101277,0.045959350929920116,0.135902995601616,0.18186234653153613,0.14859138853052337,-0.008377707805774487,0.006384828829743781,0.1840960495530683,0.19247375735884278,0.03550466102254493,0.0022337030215321615,0.04819305395145228,0.1840960495530683
2019-01-02 04:00:00,138.59,139.28,138.02,138.67,10906.43754,138.67,1546401600.0,138.67,0.0005770756850615208,0.0005770756850615208,0.02857966419290328,-0.08622673911024954,0.10952967862048621,-0.1524337434985754,-0.029865114181416057,0.051605350161269464,0.1359702322013886,0.18757558236265806,0.15771046818124201,0.0052767246826666,0.11480640330315281,0.028579664192903267,0.023302939510236667,-0.12913080398833876,-0.1589959181697548,-0.10739056800848534,0.028579664192903254
2019-01-02 05:00:00,138.66,139.58,138.3,139.18,10134.86636,139.18,1546405200.0,139.18,0.003671049650931356,0.003671049650931356,0.17012502099408572,0.12362969765966327,-0.03881189678315028,-0.09135885866019264,-0.016963762605682938,0.058292500470633245,0.13533734091281502,0.19362984138344827,0.17666607877776533,0.08530722011757269,0.04649532333442241,0.17012502099408566,0.08481780087651299,-0.006541057783679652,-0.02350482038936259,0.03478768008127066,0.17012502099408566
2019-01-02 06:00:00,139.19,139.21,138.75,138.91,6609.11869,138.91,1546408800.0,138.91,-0.0019418180074061977,-0.0019418180074061977,-0.08665650468816052,-0.08255593270861829,-0.18118519529462657,-0.025588087655896777,0.0034561787163386835,0.06511568123096607,0.1341008510236764,0.19921653225464248,0.20267271097098116,0.1770846233150844,-0.004100571979542167,-0.08665650468816045,-0.26374112800324484,-0.2893292156591416,-0.2858730369428029,-0.22075735571183686,-0.08665650468816047
2019-01-02 07:00:00,138.91,139.31,138.3,138.99,13868.53292,138.99,1546412400.0,138.99,0.0005757466873689806,0.0005757466873689806,0.028518864246086125,-0.24116284904320356,-0.001278641977446684,0.0379335540066887,0.02890145006502043,0.07185544958635784,0.1322699016086694,0.20412535119502723,0.23302680126004766,0.27096035526673634,0.26968171328928964,0.028518864246086073,-0.24244149102065024,-0.20450793701396153,-0.1756064869489411,-0.10375103736258326,0.02851886424608613
2019-01-02 08:00:00,138.99,144.0,138.96,143.48,64269.95592,143.48,1546416000.0,143.48,0.031793664567414934,0.02181089992929546,1.0000000000000002,0.4305542790403113,0.1855301132676506,0.12511723495898425,0.05178994027542754,0.07722126164862919,0.1297871708089971,0.2070084324576263,0.25879837273305384,0.3839156076920381,0.5694457209596887,1.0,0.6160843923079619,0.7412016272669462,0.7929915675423737,0.8702128291910028,1.0
